Plant Name,Scientific Name,Identification,Image File Name,Status,Category,Edibility,Usage,WNNC Location,Notes,Google Search Link,Calscape Link
Scarlet Gilia,Ipomopsis aggregata,Finely divided leaves; narrow red trumpet flowers; hummingbird plant; mountain meadows,Scarlet_Gilia.jpg,Native,Herb,Not edible,Hummingbird plant; ornamental; dry montane garden,,,https://www.google.com/search?q=Scarlet%20Gilia%20California%20native%20plant,https://calscape.org/plant/Ipomopsis-aggregata
Brown-eyed Evening Primrose,Camissonia claviformis,Pinnately lobed leaves; white 4-petaled flowers with brown spots; desert annual,Brown_eyed_Evening_Primrose.jpg,Native,Herb,Edible,Edible roots; nocturnal bloomer; moth-pollinated; sandy garden,,,https://www.google.com/search?q=Brown-eyed%20Evening%20Primrose%20California%20native%20plant,https://calscape.org/plant/Camissonia-claviformis
Desert Blazingstar,Mentzelia nitens,Rough sticky leaves and stems; cream star-shaped flowers with many stamens; desert slopes,Desert_Blazingstar.jpg,Native,Herb,Edible,Seeds edible; nocturnal ornamental; desert rocky garden,,,https://www.google.com/search?q=Desert%20Blazingstar%20California%20native%20plant,https://calscape.org/plant/Mentzelia-nitens
Tansy Phacelia,Phacelia tanacetifolia,Fernlike divided leaves; coiled clusters of blue-purple flowers; important bee plant; annual,Tansy_Phacelia.jpg,Native,Herb,Caution,Bee forage; wildflower meadow; skin irritant; vivid blue blooms,,,https://www.google.com/search?q=Tansy%20Phacelia%20California%20native%20plant,https://calscape.org/plant/Phacelia-tanacetifolia
White Layia,Layia glandulosa,Narrow glandular leaves; white ray flowers with yellow disk; desert grasslands and washes,White_Layia.jpg,Native,Herb,Not edible,Wildflower display; pollinator; sandy soil specialist,,,https://www.google.com/search?q=White%20Layia%20California%20native%20plant,https://calscape.org/plant/Layia-glandulosa
Fremont's Tidytips,Layia fremontii,Narrow leaves; yellow ray flowers tipped white; annual; valley grasslands and foothills,Fremont_s_Tidytips.jpg,Native,Herb,Edible,Petals edible; valley wildflower display; bee forage,,,https://www.google.com/search?q=Fremont%27s%20Tidytips%20California%20native%20plant,https://calscape.org/plant/Layia-fremontii
Canyon Clarkia,Clarkia unguiculata,Narrow alternate leaves; lavender to pink 4-petaled flowers with clawed petals; woodland,Canyon_Clarkia.jpg,Native,Herb,Edible,Petals edible; shaded canyon garden; ornamental annual,,Elegant Clarkia,https://www.google.com/search?q=Canyon%20Clarkia%20California%20native%20plant,https://calscape.org/plant/Clarkia-unguiculata
Winecup Clarkia,Clarkia purpurea,Narrow leaves; wine-purple 4-petaled flowers; open grasslands and disturbed areas,Winecup_Clarkia.jpg,Native,Herb,Edible,Petals edible; wildflower meadow; pollinator,,,https://www.google.com/search?q=Winecup%20Clarkia%20California%20native%20plant,https://calscape.org/plant/Clarkia-purpurea
Farewell-to-Spring (Red),Clarkia rubicunda,Narrow leaves; red to pink 4-petaled flowers; chaparral openings; summer annual,Farewell_to_Spring.jpg,Native,Herb,Edible,Petals edible; coastal wildflower; late-season display,,,https://www.google.com/search?q=Farewell-to-Spring%20%28Red%29%20California%20native%20plant,https://calscape.org/plant/Clarkia-rubicunda
Hillside Pea,Lathyrus vestitus,Compound leaves with tendrils; pink to lavender pea flowers; chaparral and woodland,Hillside_Pea.jpg,Native,Herb,Caution,Climbing wildflower; pollinator; chaparral edge; seeds mildly toxic,,Pacific Pea,https://www.google.com/search?q=Hillside%20Pea%20California%20native%20plant,https://calscape.org/plant/Lathyrus-vestitus
Broad-leaf Lupine,Lupinus latifolius,Large palmate leaves; blue-purple pea flowers; tall perennial; mountain meadows,Broad_leaf_Lupine.jpg,Native,Herb,Poisonous,Nitrogen fixer; ornamental; mountain meadow; seeds toxic,,,https://www.google.com/search?q=Broad-leaf%20Lupine%20California%20native%20plant,https://calscape.org/plant/Lupinus-latifolius
Deer Clover,Trifolium variegatum,3-leaflet clover; purple and white flowers; vernal pools and moist grasslands,Deer_Clover.jpg,Native,Herb,Edible,Young leaves edible; deer forage; moist grassland restoration,,,https://www.google.com/search?q=Deer%20Clover%20California%20native%20plant,https://calscape.org/plant/Trifolium-variegatum
Purple Owl's Clover,Castilleja exserta,Finely divided leaves; purple-pink hairy bracts and flowers; annual; spring grasslands,Purple_Owl_s_Clover.jpg,Native,Herb,Caution,Wildflower display; hemiparasitic; pollinator,,Owl's Clover,https://www.google.com/search?q=Purple%20Owl%27s%20Clover%20California%20native%20plant,https://calscape.org/plant/Castilleja-exserta
Parish's Poppy,Eschscholzia parishii,Finely divided blue-green leaves; yellow-orange flowers; desert edges and sandy soils,Parish_s_Poppy.jpg,Native,Herb,Caution,Desert mountain ornamental; rare spring annual; poppy relative,,,https://www.google.com/search?q=Parish%27s%20Poppy%20California%20native%20plant,https://calscape.org/plant/Eschscholzia-parishii
Parish's Phacelia,Phacelia parishii,Oval to lobed leaves; purple tubular flowers; desert slopes; southern CA endemic,Parish_s_Phacelia.jpg,Native,Herb,Caution,Bee forage; desert wildflower; skin irritant,,,https://www.google.com/search?q=Parish%27s%20Phacelia%20California%20native%20plant,https://calscape.org/plant/Phacelia-parishii
Woolly Phacelia,Phacelia eriophylla,Woolly leaves; purple flowers; desert mountains and rocky slopes,Woolly_Phacelia.jpg,Native,Herb,Caution,Bee forage; wildflower display; skin irritant; soft woolly texture,,,https://www.google.com/search?q=Woolly%20Phacelia%20California%20native%20plant,https://calscape.org/plant/Phacelia-eriophylla
Caterpillar Phacelia,Phacelia cicutaria,Pinnately divided leaves; white to lavender flowers in coiled caterpillar-like clusters,Caterpillar_Phacelia.jpg,Native,Herb,Caution,Bee forage; coiled flower clusters; wildflower mix; skin irritant,,,https://www.google.com/search?q=Caterpillar%20Phacelia%20California%20native%20plant,https://calscape.org/plant/Phacelia-cicutaria
Scarlet Pimpernel,Anagallis arvensis,Small opposite oval leaves; tiny red (or blue) flowers; low annual; disturbed areas; non-native,Scarlet_Pimpernel.jpg,Non-native,Herb,Poisonous,Toxic weed; weather-predicting flowers (close when cloudy),,,https://www.google.com/search?q=Scarlet%20Pimpernel%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Anagallis%20arvensis/poplevel-0
Wild Mustard,Brassica rapa,Lobed lower leaves clasping stem; bright yellow 4-petaled flowers; non-native annual weed,Wild_Mustard.jpg,Non-native,Herb,Edible,Edible greens & seeds; invasive; fire hazard; bee forage,,,https://www.google.com/search?q=Wild%20Mustard%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Brassica%20rapa/poplevel-0
Red-stem Filaree,Erodium cicutarium,Finely pinnate leaves; pink geranium-like flowers; pointed beak-like fruits; non-native,Red_stem_Filaree.jpg,Non-native,Herb,Edible,Edible leaves; early bee forage; spiraling seed corkscrew dispersal,,Storksbill,https://www.google.com/search?q=Red-stem%20Filaree%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Erodium%20cicutarium/poplevel-0
White-stem Filaree,Erodium moschatum,Less divided leaves; pink flowers; musk smell; non-native weed,White_stem_Filaree.jpg,Non-native,Herb,Edible,Edible leaves; early bee forage; drought-adapted weed,,,https://www.google.com/search?q=White-stem%20Filaree%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Erodium%20moschatum/poplevel-0
Foxtail Barley,Hordeum murinum,Flat leaves; dense bushy barley-like seed heads with long awns; disturbed areas; non-native,Foxtail_Barley.jpg,Non-native,Grass,Caution,Barbed awns injure pets; weed; limited wildlife value,,,https://www.google.com/search?q=Foxtail%20Barley%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Hordeum%20murinum/poplevel-0
Wild Oats,Avena fatua,Flat leaves; drooping oat-like seed heads with long twisted awns; non-native annual grass,Wild_Oats.jpg,Non-native,Grass,Edible,Seeds edible; invasive grassland weed; fire hazard; bee forage,,,https://www.google.com/search?q=Wild%20Oats%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Avena%20fatua/poplevel-0
Ripgut Brome,Bromus diandrus,Flat hairy leaves; large drooping grass heads with very long awns; non-native; ubiquitous,Ripgut_Brome.jpg,Non-native,Grass,Caution,Invasive; awns injure livestock; fire fuel; displaces natives,,,https://www.google.com/search?q=Ripgut%20Brome%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Bromus%20diandrus/poplevel-0
Cheatgrass,Bromus tectorum,Hairy soft leaves; nodding reddish seed heads; early invasive; dries early increasing fire risk,Cheatgrass.jpg,Non-native,Grass,Caution,Highly invasive; increases wildfire frequency; displaces natives,,,https://www.google.com/search?q=Cheatgrass%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Bromus%20tectorum/poplevel-0
Italian Ryegrass,Lolium multiflorum,Flat shiny leaves; alternating spikelets in flat spike; non-native forage grass; roadsides,Italian_Ryegrass.jpg,Non-native,Grass,Not edible,Invasive turf weed; displaces native grasses; fire fuel,,,https://www.google.com/search?q=Italian%20Ryegrass%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Lolium%20multiflorum/poplevel-0
Annual Bluegrass,Poa annua,Boat-shaped leaf tips; compact open seed head; low-growing; disturbed moist areas; non-native,Annual_Bluegrass.jpg,Non-native,Grass,Not edible,Lawn & turf weed; displaces natives; early spring grower,,,https://www.google.com/search?q=Annual%20Bluegrass%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Poa%20annua/poplevel-0
Bermuda Grass,Cynodon dactylon,Flat short leaves; finger-like radiating seed spikes; spreads by stolons and rhizomes; non-native,Bermuda_Grass.jpg,Non-native,Grass,Not edible,Invasive lawn weed; drought tolerant; sports turf; hard to remove,,,https://www.google.com/search?q=Bermuda%20Grass%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Cynodon%20dactylon/poplevel-0
Kikuyu Grass,Cenchrus clandestinus,Coarse leaves; spreads aggressively by stolons and rhizomes; invasive coastal turf grass,Kikuyu_Grass.jpg,Non-native,Grass,Not edible,Aggressive invasive; smothers natives; hard to control,,,https://www.google.com/search?q=Kikuyu%20Grass%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Cenchrus%20clandestinus/poplevel-0
Hottentot Fig (Ice Plant),Carpobrotus edulis,Triangular succulent leaves; large yellow to pink flowers; invasive coastal bluff cover; from South Africa,Hottentot_Fig.jpg,Non-native,Herb,Edible,Edible tart fruit; invasive dune cover; smothers native plants,,,https://www.google.com/search?q=Hottentot%20Fig%20%28Ice%20Plant%29%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Carpobrotus%20edulis/poplevel-0
Freeway Ice Plant,Delosperma cooperi,Cylindrical succulent leaves; magenta flowers; low groundcover; non-native; highway slopes,Freeway_Ice_Plant.jpg,Non-native,Herb,Not edible,Invasive; used for erosion control; smothers native plants,,,https://www.google.com/search?q=Freeway%20Ice%20Plant%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Delosperma%20cooperi/poplevel-0
Cape Ivy,Delairea odorata,Ivy-shaped leaves; yellow daisy flowers; invasive climbing vine; coastal scrub and woodland,Cape_Ivy.jpg,Non-native,Vine,Poisonous,Highly invasive; smothers trees; toxic; hard to control,,,https://www.google.com/search?q=Cape%20Ivy%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Delairea%20odorata/poplevel-0
English Ivy,Hedera helix,Dark glossy 3-5 lobed leaves; climbing vine; aggressive invasive understory; European origin,English_Ivy.jpg,Non-native,Vine,Poisonous,Invasive shade ground cover; toxic berries; smothers understory,,,https://www.google.com/search?q=English%20Ivy%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Hedera%20helix/poplevel-0
Pampas Grass,Cortaderia selloana,Tall clumps of long sharp-edged leaves; huge white to pink feathery plumes; invasive; South America,Pampas_Grass.jpg,Non-native,Grass,Not edible,Highly invasive; fire hazard; large ornamental; hard to eradicate,,,https://www.google.com/search?q=Pampas%20Grass%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Cortaderia%20selloana/poplevel-0
Giant Reed,Arundo donax,Bamboo-like cane stems; large flat leaves; large feathery plumes; invasive riparian; Mediterranean,Giant_Reed.jpg,Non-native,Grass,Not edible,Highly invasive riparian weed; fire hazard; displaces willows,,,https://www.google.com/search?q=Giant%20Reed%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Arundo%20donax/poplevel-0
Tamarisk (Saltcedar),Tamarix ramosissima,Scale-like gray-green leaves; pink flower spikes; salt-secreting leaves; invasive riparian,Tamarisk.jpg,Non-native,Tree,Not edible,Invasive riparian; salt accumulation; displaces natives; fire fuel,,,https://www.google.com/search?q=Tamarisk%20%28Saltcedar%29%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Tamarix%20ramosissima/poplevel-0
Tree of Heaven,Ailanthus altissima,Large pinnate leaves; foul-smelling flowers; papery winged fruits; fast-growing invasive,Tree_of_Heaven.jpg,Non-native,Tree,Poisonous,Invasive urban weed tree; allelopathic; Spotted Lanternfly host,,,https://www.google.com/search?q=Tree%20of%20Heaven%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Ailanthus%20altissima/poplevel-0
Eucalyptus (Blue Gum),Eucalyptus globulus,Juvenile round waxy leaves; mature sickle-shaped; peeling bark; strong eucalyptus scent; invasive,Eucalyptus_Blue_Gum.jpg,Non-native,Tree,Not edible,Invasive; fire hazard; Monarch butterfly roost; medicinal oil,,,https://www.google.com/search?q=Eucalyptus%20%28Blue%20Gum%29%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Eucalyptus%20globulus/poplevel-0
Eucalyptus (Lemon),Corymbia citriodora,Long lance leaves; smooth white bark; strong lemon scent; non-native ornamental/invasive,Eucalyptus_Lemon.jpg,Non-native,Tree,Not edible,Invasive; insect repellent oil; ornamental; fire hazard,,,https://www.google.com/search?q=Eucalyptus%20%28Lemon%29%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Corymbia%20citriodora/poplevel-0
Periwinkle,Vinca major,Glossy oval leaves; blue-violet 5-petaled flowers; trailing vine; invasive in moist areas,Periwinkle.jpg,Non-native,Herb,Poisonous,Invasive ground cover; toxic; medicinal alkaloids; shade garden,,,https://www.google.com/search?q=Periwinkle%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Vinca%20major/poplevel-0
Common Fennel,Foeniculum vulgare,Finely divided feathery leaves; yellow umbrella flower clusters; strong anise smell; invasive,Common_Fennel.jpg,Non-native,Herb,Edible,Edible all parts; anise flavor; invasive; swallowtail butterfly host,,,https://www.google.com/search?q=Common%20Fennel%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Foeniculum%20vulgare/poplevel-0
Wild Artichoke Thistle,Cynara cardunculus,Very large spiny leaves; large purple thistle flowers; gray-green; invasive; Mediterranean,Wild_Artichoke_Thistle.jpg,Non-native,Herb,Edible,Edible hearts & stalks; invasive; sharp spines; fire hazard,,,https://www.google.com/search?q=Wild%20Artichoke%20Thistle%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Cynara%20cardunculus/poplevel-0
Yellow Star Thistle,Centaurea solstitialis,Spiny-winged stems; yellow flowers with sharp straw-colored spines; invasive annual; noxious weed,Yellow_Star_Thistle.jpg,Non-native,Herb,Caution,Invasive; causes horse brain disease; bee forage for honey,,,https://www.google.com/search?q=Yellow%20Star%20Thistle%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Centaurea%20solstitialis/poplevel-0
Bull Thistle,Cirsium vulgare,Spiny deeply lobed leaves; purple flowers; biennial; disturbed areas; non-native weed,Bull_Thistle.jpg,Non-native,Herb,Edible,Edible roots & stems; invasive; goldfinch seed source,,,https://www.google.com/search?q=Bull%20Thistle%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Cirsium%20vulgare/poplevel-0
Milk Thistle,Silybum marianum,Large glossy leaves with white veins; purple thistle flowers; non-native; medicinal,Milk_Thistle.jpg,Non-native,Herb,Edible,Edible greens & seeds; medicinal (liver supplement); invasive,,,https://www.google.com/search?q=Milk%20Thistle%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Silybum%20marianum/poplevel-0
Russian Thistle (Tumbleweed),Salsola tragus,Young: soft succulent leaves; mature: spiny; round tumbling habit when dry; non-native,Russian_Thistle.jpg,Non-native,Herb,Edible,Young shoots edible; iconic tumbleweed; fire hazard; invasive,,,https://www.google.com/search?q=Russian%20Thistle%20%28Tumbleweed%29%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Salsola%20tragus/poplevel-0
London Rocket,Sisymbrium irio,Pinnately lobed leaves; small yellow 4-petaled flowers; slender seed pods; non-native weed,London_Rocket.jpg,Non-native,Herb,Edible,Edible peppery leaves; invasive winter annual; bee forage,,,https://www.google.com/search?q=London%20Rocket%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Sisymbrium%20irio/poplevel-0
Shepherd's Purse,Capsella bursa-pastoris,Lobed basal leaves; tiny white flowers; distinctive heart-shaped seed pods; non-native weed,Shepherd_s_Purse.jpg,Non-native,Herb,Edible,Edible greens & seeds; medicinal; common urban weed,,,https://www.google.com/search?q=Shepherd%27s%20Purse%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Capsella%20bursa-pastoris/poplevel-0
Hairy Bittercress,Cardamine hirsuta,Pinnate leaves; tiny white flowers; slender pods that spring open; early spring weed; non-native,Hairy_Bittercress.jpg,Non-native,Herb,Edible,Edible peppery leaves; explosive seed dispersal; common weed,,,https://www.google.com/search?q=Hairy%20Bittercress%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Cardamine%20hirsuta/poplevel-0
Common Chickweed,Stellaria media,Small oval leaves; tiny 5-petaled white flowers (appear 10 due to notch); sprawling mat; non-native,Common_Chickweed.jpg,Non-native,Herb,Edible,Edible tender greens; medicinal; early bee forage; common weed,,,https://www.google.com/search?q=Common%20Chickweed%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Stellaria%20media/poplevel-0
Lamb's Quarters,Chenopodium album,Diamond-shaped leaves with white-mealy underside; dense green flower spikes; non-native weed,Lamb_s_Quarters.jpg,Non-native,Herb,Edible,Nutritious edible greens; seeds edible; common garden weed,,,https://www.google.com/search?q=Lamb%27s%20Quarters%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Chenopodium%20album/poplevel-0
Common Purslane,Portulaca oleracea,Succulent rounded leaves; tiny yellow flowers; prostrate mat; edible; non-native weed,Common_Purslane.jpg,Non-native,Herb,Edible,Nutritious edible (omega-3); medicinal; succulent weed; worldwide,,,https://www.google.com/search?q=Common%20Purslane%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Portulaca%20oleracea/poplevel-0
Pigweed (Redroot),Amaranthus retroflexus,Oval to rhombic leaves; dense green to red flower spikes; red taproot; non-native weed,Pigweed_Redroot.jpg,Non-native,Herb,Edible,Edible leaves & seeds; high protein; nutritious weed,,,https://www.google.com/search?q=Pigweed%20%28Redroot%29%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Amaranthus%20retroflexus/poplevel-0
Common Mallow,Malva neglecta,Round lobed leaves; small pink to white flowers; flattened cheese-wheel seed; non-native,Common_Mallow.jpg,Non-native,Herb,Edible,"Edible leaves, flowers & seeds; mucilaginous; medicinal; weed",,,https://www.google.com/search?q=Common%20Mallow%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Malva%20neglecta/poplevel-0
Cheeseweed Mallow,Malva parviflora,Round lobed leaves; tiny pink flowers; flat disk-shaped seed heads; non-native weed,Cheeseweed_Mallow.jpg,Non-native,Herb,Edible,Edible young leaves; cheese-shaped seeds edible; urban weed,,,https://www.google.com/search?q=Cheeseweed%20Mallow%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Malva%20parviflora/poplevel-0
Curly Dock,Rumex crispus,Long wavy-edged leaves; reddish-brown papery winged seeds; tall; non-native weed; common,Curly_Dock.jpg,Non-native,Herb,Caution,Young leaves edible (tart); seeds edible; medicinal; high oxalates,,,https://www.google.com/search?q=Curly%20Dock%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Rumex%20crispus/poplevel-0
Broad-leaf Dock,Rumex obtusifolius,Large flat broad leaves; papery winged seeds; non-native weed; disturbed and moist areas,Broad_leaf_Dock.jpg,Non-native,Herb,Caution,Young leaves edible; medicinal; burdock-like dock; high oxalates,,,https://www.google.com/search?q=Broad-leaf%20Dock%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Rumex%20obtusifolius/poplevel-0
Sheep Sorrel,Rumex acetosella,Arrowhead-shaped leaves with basal lobes; reddish flowers; sour taste; non-native weed,Sheep_Sorrel.jpg,Non-native,Herb,Caution,Tart edible leaves; lemonade-like drink; high oxalates; medicinal,,,https://www.google.com/search?q=Sheep%20Sorrel%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Rumex%20acetosella/poplevel-0
Yellow Wood Sorrel,Oxalis stricta,3 heart-shaped leaflets; yellow 5-petaled flowers; capsule shoots seeds; non-native weed,Yellow_Wood_Sorrel.jpg,Non-native,Herb,Caution,Tart edible leaves; ornamental; high oxalates; common weed,,,https://www.google.com/search?q=Yellow%20Wood%20Sorrel%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Oxalis%20stricta/poplevel-0
Common Groundsel,Senecio vulgaris,Deeply lobed leaves; small yellow flowers without ray petals; fluffy seeds; non-native annual,Common_Groundsel.jpg,Non-native,Herb,Poisonous,Toxic liver alkaloids; fast-cycling weed; bird seed plant,,,https://www.google.com/search?q=Common%20Groundsel%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Senecio%20vulgaris/poplevel-0
Bristly Oxtongue,Helminthotheca echioides,Bristle-tipped bumps on leaves; yellow dandelion-like flowers; non-native weed,Bristly_Oxtongue.jpg,Non-native,Herb,Edible,Edible young leaves (bitter); bee forage; coastal weed,,,https://www.google.com/search?q=Bristly%20Oxtongue%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Helminthotheca%20echioides/poplevel-0
Cat's Ear,Hypochaeris radicata,Basal rosette of hairy lobed leaves; yellow dandelion-like flowers on branched stems; non-native,Cat_s_Ear.jpg,Non-native,Herb,Edible,Edible dandelion-like leaves & roots; bee forage; lawn weed,,,https://www.google.com/search?q=Cat%27s%20Ear%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Hypochaeris%20radicata/poplevel-0
Crabgrass,Digitaria sanguinalis,Flat branching stems; finger-like seed spikes; purplish color; non-native weed grass,Crabgrass.jpg,Non-native,Grass,Edible,Seeds edible; soil binder; lawn weed; heat-tolerant,,,https://www.google.com/search?q=Crabgrass%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Digitaria%20sanguinalis/poplevel-0
Barnyardgrass,Echinochloa crus-galli,Stout flat leaves; purplish-green dense branching seed heads; non-native; moist disturbed areas,Barnyardgrass.jpg,Non-native,Grass,Edible,Seeds edible; bird forage; wetland weed; fast growing,,,https://www.google.com/search?q=Barnyardgrass%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Echinochloa%20crus-galli/poplevel-0
Johnsongrass,Sorghum halepense,Large corn-like leaves with white midrib; open reddish seed heads; spreads by rhizomes; invasive,Johnsongrass.jpg,Non-native,Grass,Caution,Invasive; HCN in wilted leaves toxic to livestock; hard to control,,,https://www.google.com/search?q=Johnsongrass%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Sorghum%20halepense/poplevel-0
Smilo Grass,Stipa miliacea,Fine leaves; delicate open seed heads; non-native Mediterranean grass; dry slopes and roadsides,Smilo_Grass.jpg,Non-native,Grass,Not edible,Invasive bunchgrass; displaces natives; dry slope weed,,,https://www.google.com/search?q=Smilo%20Grass%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Stipa%20miliacea/poplevel-0
Jimsonweed,Datura stramonium,Large lobed leaves; white trumpet flowers; spiny egg-shaped seed pods; toxic; disturbed areas,Jimsonweed.jpg,Non-native,Herb,Poisonous,HIGHLY toxic; ornamental nocturnal flowers; hallucinogenic; invasive,,,https://www.google.com/search?q=Jimsonweed%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Datura%20stramonium/poplevel-0
Tree Tobacco,Nicotiana glauca,Blue-gray oval leaves; yellow tubular flowers; shrub to small tree; invasive; from South America,Tree_Tobacco.jpg,Non-native,Shrub,Poisonous,Highly toxic; hummingbird nectar (toxic to others); invasive shrub,,,https://www.google.com/search?q=Tree%20Tobacco%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Nicotiana%20glauca/poplevel-0
Common Tobacco,Nicotiana tabacum,Large sticky leaves; pink tubular flowers; non-native agricultural plant; occasionally naturalized,Common_Tobacco.jpg,Non-native,Herb,Poisonous,Toxic alkaloids; historical commercial crop; hummingbird plant,,,https://www.google.com/search?q=Common%20Tobacco%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Nicotiana%20tabacum/poplevel-0
Purple Loosestrife,Lythrum salicaria,Lance leaves; bright magenta-purple flower spikes; tall; invasive wetland plant; European origin,Purple_Loosestrife.jpg,Non-native,Herb,Not edible,Invasive wetland; beautiful but destroys marsh habitat,,,https://www.google.com/search?q=Purple%20Loosestrife%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Lythrum%20salicaria/poplevel-0
Common Mullein,Verbascum thapsus,Large woolly gray-green leaves in rosette; tall spike of yellow flowers; biennial; non-native,Common_Mullein.jpg,Non-native,Herb,Caution,"Medicinal leaves (ear oil, lung tea); torch plant; biennial weed",,,https://www.google.com/search?q=Common%20Mullein%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Verbascum%20thapsus/poplevel-0
Moth Mullein,Verbascum blattaria,Smooth toothed leaves; yellow or white flowers with purple stamens; slender spike; non-native,Moth_Mullein.jpg,Non-native,Herb,Not edible,Ornamental roadside weed; biennial; not medicinal like common mullein,,,https://www.google.com/search?q=Moth%20Mullein%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Verbascum%20blattaria/poplevel-0
Horehound,Marrubium vulgare,Woolly wrinkled oval leaves; whorls of small white flowers; spiny burr-like fruiting whorls,Horehound.jpg,Non-native,Herb,Caution,Medicinal cough drops; edible in small amounts; invasive weed,,,https://www.google.com/search?q=Horehound%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Marrubium%20vulgare/poplevel-0
Common Plantain,Plantago major,Round to oval leaves with parallel veins; narrow spike of tiny flowers; non-native weed,Common_Plantain.jpg,Non-native,Herb,Edible,Edible nutritious leaves; wound-healing medicinal; lawn weed,,,https://www.google.com/search?q=Common%20Plantain%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Plantago%20major/poplevel-0
Narrow-leaf Plantain,Plantago lanceolata,Narrow lance leaves with parallel veins; compact egg-shaped flower spike; non-native weed,Narrow_leaf_Plantain.jpg,Non-native,Herb,Edible,Edible young leaves; medicinal; bee forage; lawn weed,,,https://www.google.com/search?q=Narrow-leaf%20Plantain%20California%20native%20plant,https://calscape.org/loc-california/cat-all/ord-popular/q-Plantago%20lanceolata/poplevel-0
